year,pid,player,pos,posgroup,win_k,win_dollars,sf_ecr,overall_rank,rank_used,rank_src,par,dollars_per_par,skill_tier,idp_par_rank,idp_tier,tier,total_bids,forced,overtakes,duration_hrs,nominator,winner,self_nom
2021,13216,Zach Cunningham,LB,IDP,5.0,5000.0,,,,,6.5,769.2,,36,IDP4_25+,IDP4_25+,3,0,2,24.32,Pure Greatness,Pure Greatness,True
2021,12171,"Johnson, David",RB,SKILL,16.0,16000.0,,211.0,211.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,8,3,4,52.23,Pure Greatness,Hawks,False
2021,12447,Raheem Mostert,RB,SKILL,15.0,15000.0,,83.0,83.0,redraft_ovr,-7.2,,T5_76-100,,,T5_76-100,9,4,4,43.0,Hawks,Sex Manther,False
2021,13189,Evan Engram,TE,SKILL,6.0,6000.0,,229.0,229.0,redraft_ovr,-6.7,,T7_150+,,,T7_150+,5,1,3,49.56,Hawks,Gride,False
2021,12075,Shaq Barrett,DE,IDP,4.0,4000.0,,,,,63.5,63.0,,22,IDP3_13-24,IDP3_13-24,4,1,2,45.13,L.A. Looks,CBP,False
2021,11313,Tyrann Mathieu,S,IDP,2.0,2000.0,,,,,106.6,18.8,,13,IDP3_13-24,IDP3_13-24,2,0,1,25.4,L.A. Looks,Pure Greatness,False
2021,7836,Aaron Rodgers,QB,SKILL,39.0,39000.0,,54.0,54.0,redraft_ovr,94.9,411.0,T4_51-75,,,T4_51-75,10,4,5,85.87,Sex Manther,Cleon Ca$h,False
2021,13919,Anthony Firkser,TE,SKILL,4.0,4000.0,,239.0,239.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,1,1,24.31,Blake Bombers,L.A. Looks,False
2021,12151,Melvin Gordon,RB,SKILL,10.0,10000.0,,117.0,117.0,redraft_ovr,13.9,719.4,T6_101-150,,,T6_101-150,6,4,1,24.47,Blake Bombers,L.A. Looks,False
2021,13424,Taysom Hill,TE,SKILL,5.0,5000.0,,264.0,264.0,redraft_ovr,-1.4,,T7_150+,,,T7_150+,2,1,0,24.04,Real Deal Creel,Real Deal Creel,True
2021,10703,Russell Wilson,QB,SKILL,28.0,28000.0,,48.0,48.0,redraft_ovr,0.0,,T3_26-50,,,T3_26-50,7,3,3,25.71,Real Deal Creel,Real Deal Creel,True
2021,13782,Michael Dickson,PN,KP,2.0,2000.0,,,,,176.0,11.4,,,,kp,2,0,1,24.38,CBP,The Long Haulers,False
2021,13706,Jerome Baker,LB,IDP,4.0,4000.0,,,,,86.0,46.5,,18,IDP3_13-24,IDP3_13-24,4,1,2,44.64,C-Town Chivalry,Cleon Ca$h,False
2021,12187,Tyler Lockett,WR,SKILL,37.0,37000.0,,63.0,63.0,redraft_ovr,108.8,340.1,T4_51-75,,,T4_51-75,8,6,1,47.99,HammerTime 🔨 ⏰,Gride,False
2021,11222,Keenan Allen,WR,SKILL,60.0,60000.0,,27.0,27.0,redraft_ovr,141.2,424.9,T3_26-50,,,T3_26-50,11,10,0,24.0,CBP,CBP,True
2021,12620,Dak Prescott,QB,SKILL,45.0,45000.0,,52.0,52.0,redraft_ovr,59.5,756.3,T4_51-75,,,T4_51-75,7,6,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,14331,D'Ernest Johnson,RB,SKILL,4.0,4000.0,203.3,346.0,203.3,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,34.01,Real Deal Creel,The Long Haulers,False
2022,13762,Kyzir White,LB,IDP,2.0,2000.0,,,,,12.0,166.7,,24,IDP3_13-24,IDP3_13-24,2,0,1,31.92,C-Town Chivalry,Gride,False
2022,15972,Jordan Mason,RB,SKILL,2.0,2000.0,,,,,0.0,,unranked,,,unranked,2,1,0,25.33,The Long Haulers,The Long Haulers,True
2022,14017,Jeffery Wilson,RB,SKILL,2.0,2000.0,259.3,321.0,259.3,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,28.37,Sex Manther,CBP,False
2022,15723,Ty Chandler,RB,SKILL,2.0,2000.0,275.0,139.0,275.0,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,33.96,Sex Manther,Real Deal Creel,False
2022,13814,Boston Scott,RB,SKILL,4.0,4000.0,267.2,347.0,267.2,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,24.12,CBP,CBP,True
2022,12184,Jamison Crowder,WR,SKILL,3.0,3000.0,237.2,332.0,237.2,sf_ecr,0.0,,T7_150+,,,T7_150+,3,2,0,24.01,The Long Haulers,The Long Haulers,True
2022,14315,Ashton Dulin,WR,SKILL,3.0,3000.0,328.4,,328.4,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,28.19,The Long Haulers,Real Deal Creel,False
2022,12110,"Brate, Cameron",TE,SKILL,2.0,2000.0,276.2,223.0,276.2,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,27.36,Hawks,L.A. Looks,False
2022,11728,C.J. Mosley,LB,IDP,2.0,2000.0,,,,,148.5,13.5,,3,IDP1_1-6,IDP1_1-6,2,1,0,24.19,Gride,Gride,True
2022,10261,"Green, A.J.",WR,SKILL,3.0,3000.0,290.2,314.0,290.2,sf_ecr,-5.8,,T7_150+,,,T7_150+,3,1,1,39.57,HammerTime 🔨 ⏰,Hawks,False
2022,13153,"Davis, Corey",WR,SKILL,4.0,4000.0,190.2,249.0,190.2,sf_ecr,-3.2,,T7_150+,,,T7_150+,3,2,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,14933,Julian Blackmon,S,IDP,2.0,2000.0,,,,,1.3,1538.5,,29,IDP4_25+,IDP4_25+,2,0,1,25.51,Pure Greatness,Sex Manther,False
2022,11316,"Ryan, Logan",S,IDP,2.0,2000.0,,,,,11.9,168.1,,25,IDP4_25+,IDP4_25+,2,1,0,24.08,Sex Manther,Sex Manther,True
2022,12788,"Martinez, Blake",LB,IDP,2.0,2000.0,,,,,0.0,,,30,IDP4_25+,IDP4_25+,2,1,0,24.07,Blake Bombers,Blake Bombers,True
2022,14882,Jonathan Greenard,DE,IDP,2.0,2000.0,,,,,24.0,83.3,,22,IDP3_13-24,IDP3_13-24,2,1,0,24.0,Blake Bombers,Blake Bombers,True
2022,13638,Braxton Berrios,WR,SKILL,2.0,2000.0,265.0,355.0,265.0,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,24.01,Cleon Ca$h,Cleon Ca$h,True
2022,12930,Robbie Chosen,WR,SKILL,3.0,3000.0,235.0,286.0,235.0,sf_ecr,-8.7,,T7_150+,,,T7_150+,2,1,0,24.0,CBP,CBP,True
2022,12238,Denzel Perryman,LB,IDP,3.0,3000.0,,,,,3.5,857.1,,28,IDP4_25+,IDP4_25+,2,0,1,24.26,Gride,The Long Haulers,False
2022,12720,Jayron Kearse,S,IDP,3.0,3000.0,,,,,79.1,37.9,,14,IDP3_13-24,IDP3_13-24,3,1,1,39.18,C-Town Chivalry,Blake Bombers,False
2022,14260,Cole Holcomb,LB,IDP,2.0,2000.0,,,,,17.0,117.6,,23,IDP3_13-24,IDP3_13-24,2,1,0,24.07,Sex Manther,Sex Manther,True
2022,13871,"Hilliard, Dontrell",RB,SKILL,2.0,2000.0,295.6,313.0,295.6,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,42.4,Pure Greatness,The Long Haulers,False
2022,13607,"Michel, Sony",RB,SKILL,6.0,6000.0,199.8,324.0,199.8,sf_ecr,0.0,,T7_150+,,,T7_150+,5,0,4,56.35,Cleon Ca$h,Cleon Ca$h,True
2022,14057,Drew Lock,QB,SKILL,3.0,3000.0,186.9,341.0,186.9,sf_ecr,,,T7_150+,,,T7_150+,2,1,0,24.27,Blake Bombers,Blake Bombers,True
2022,12239,Eric Kendricks,LB,IDP,2.0,2000.0,,,,,141.5,14.1,,5,IDP1_1-6,IDP1_1-6,2,1,0,24.28,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,13629,Calvin Ridley,WR,SKILL,18.0,18000.0,,262.0,262.0,redraft_ovr,,,T7_150+,,,T7_150+,5,4,0,24.09,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,11182,"Burkhead, Rex",RB,SKILL,2.0,2000.0,301.4,302.0,301.4,sf_ecr,-6.0,,T7_150+,,,T7_150+,2,1,0,24.0,The Long Haulers,The Long Haulers,True
2022,13189,Evan Engram,TE,SKILL,2.0,2000.0,183.1,290.0,183.1,sf_ecr,37.9,52.8,T7_150+,,,T7_150+,2,0,1,28.5,Hawks,Blake Bombers,False
2022,15499,Blake Gillikin,PN,KP,2.0,2000.0,,,,,59.0,33.9,,,,kp,2,0,1,48.07,The Long Haulers,Real Deal Creel,False
2022,15496,"Harvin, Pressley",PN,KP,2.0,2000.0,,,,,24.0,83.3,,,,kp,2,0,1,48.0,CBP,Real Deal Creel,False
2022,13623,"Williams, Darrel",RB,SKILL,6.0,6000.0,206.8,270.0,206.8,sf_ecr,0.0,,T7_150+,,,T7_150+,4,1,2,68.09,CBP,Gride,False
2022,13236,Gerald Everett,TE,SKILL,4.0,4000.0,191.3,273.0,191.3,sf_ecr,8.3,481.9,T7_150+,,,T7_150+,4,2,1,47.56,Real Deal Creel,The Long Haulers,False
2022,11886,"Williams, Damien",RB,SKILL,2.0,2000.0,281.7,349.0,281.7,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,24.02,L.A. Looks,L.A. Looks,True
2022,13793,Marquez Valdes-Scantling,WR,SKILL,5.0,5000.0,194.0,226.0,194.0,sf_ecr,-28.5,,T7_150+,,,T7_150+,5,4,0,24.04,Cleon Ca$h,Cleon Ca$h,True
2022,11150,Geno Smith,QB,SKILL,5.0,5000.0,226.9,254.0,226.9,sf_ecr,71.1,70.3,T7_150+,,,T7_150+,5,1,3,51.14,Gride,Gride,True
2022,15833,Sauce Gardner,CB,IDP,2.0,2000.0,,160.0,160.0,redraft_ovr,84.4,23.7,,13,IDP3_13-24,IDP3_13-24,2,1,0,24.01,Gride,Gride,True
2022,13139,Jamaal Williams,RB,SKILL,14.0,14000.0,200.4,255.0,200.4,sf_ecr,30.6,457.5,T7_150+,,,T7_150+,10,2,7,53.08,The Long Haulers,Pure Greatness,False
2022,13622,Nyheim Hines,RB,SKILL,8.0,8000.0,178.5,207.0,178.5,sf_ecr,-18.0,,T7_150+,,,T7_150+,6,5,0,24.08,Sex Manther,Sex Manther,True
2022,10272,"Watt, J.J.",DE,IDP,2.0,2000.0,,,,,34.5,58.0,,20,IDP3_13-24,IDP3_13-24,2,1,0,24.0,C-Town Chivalry,C-Town Chivalry,True
2022,12718,Vonn Bell,S,IDP,3.0,3000.0,,,,,97.3,30.8,,10,IDP2_7-12,IDP2_7-12,3,1,1,28.48,Pure Greatness,The Long Haulers,False
2022,12630,"Drake, Kenyan",RB,SKILL,5.0,5000.0,229.4,334.0,229.4,sf_ecr,-11.4,,T7_150+,,,T7_150+,4,1,2,31.96,Pure Greatness,Pure Greatness,True
2022,10775,Bobby Wagner,LB,IDP,9.0,9000.0,,,,,118.0,76.3,,8,IDP2_7-12,IDP2_7-12,4,0,3,32.11,Hawks,L.A. Looks,False
2022,10267,Von Miller,DE,IDP,3.0,3000.0,,,,,78.5,38.2,,15,IDP3_13-24,IDP3_13-24,3,0,2,46.66,Hawks,Hawks,True
2022,15798,Isaiah Likely,TE,SKILL,2.0,2000.0,279.3,204.0,279.3,sf_ecr,-6.1,,T7_150+,,,T7_150+,2,0,1,31.21,Blake Bombers,Sex Manther,False
2022,13313,Isaiah McKenzie,WR,SKILL,3.0,3000.0,281.0,259.0,281.0,sf_ecr,-5.7,,T7_150+,,,T7_150+,3,2,0,24.0,Blake Bombers,Blake Bombers,True
2022,13284,Trey Hendrickson,DE,IDP,2.0,2000.0,,,,,78.5,25.5,,16,IDP3_13-24,IDP3_13-24,2,1,0,24.02,CBP,CBP,True
2022,13809,Russell Gage,WR,SKILL,7.0,7000.0,153.7,236.0,153.7,sf_ecr,-2.4,,T7_150+,,,T7_150+,3,1,1,32.29,Real Deal Creel,L.A. Looks,False
2022,11760,Jimmy Garoppolo,QB,SKILL,5.0,5000.0,162.9,337.0,162.9,sf_ecr,6.5,769.2,T7_150+,,,T7_150+,3,2,0,24.04,Real Deal Creel,Real Deal Creel,True
2022,13688,Marcus Davenport,DE,IDP,3.0,3000.0,,,,,5.0,600.0,,27,IDP4_25+,IDP4_25+,3,0,2,63.21,L.A. Looks,Sex Manther,False
2022,12676,Hunter Henry,TE,SKILL,8.0,8000.0,156.0,225.0,156.0,sf_ecr,-2.9,,T7_150+,,,T7_150+,5,2,2,68.15,Cleon Ca$h,Cleon Ca$h,True
2022,13418,Kendrick Bourne,WR,SKILL,6.0,6000.0,214.4,284.0,214.4,sf_ecr,-5.6,,T7_150+,,,T7_150+,5,4,0,24.03,Cleon Ca$h,Cleon Ca$h,True
2022,12616,Jacoby Brissett,QB,SKILL,6.0,6000.0,227.1,312.0,227.1,sf_ecr,4.9,1224.5,T7_150+,,,T7_150+,4,3,0,24.05,L.A. Looks,L.A. Looks,True
2022,12677,Austin Hooper,TE,SKILL,5.0,5000.0,217.1,308.0,217.1,sf_ecr,-1.4,,T7_150+,,,T7_150+,5,2,2,46.99,Hawks,Hawks,True
2022,13813,Foyesade Oluokun,LB,IDP,5.0,5000.0,,,,,181.5,27.5,,1,IDP1_1-6,IDP1_1-6,5,3,1,47.5,The Long Haulers,Pure Greatness,False
2022,13134,D'Onta Foreman,RB,SKILL,4.0,4000.0,203.7,303.0,203.7,sf_ecr,0.6,6666.7,T7_150+,,,T7_150+,3,1,1,37.9,The Long Haulers,L.A. Looks,False
2022,11679,Odell Beckham,WR,SKILL,5.0,5000.0,179.5,333.0,179.5,sf_ecr,,,T7_150+,,,T7_150+,4,3,0,24.0,CBP,CBP,True
2022,14518,Jalen Thompson,S,IDP,2.0,2000.0,,,,,139.1,14.4,,7,IDP2_7-12,IDP2_7-12,2,1,0,24.03,CBP,CBP,True
2022,14244,Matt Gay,PK,KP,3.0,3000.0,,264.0,264.0,redraft_ovr,71.2,42.1,,,,kp,3,0,2,46.93,Sex Manther,Real Deal Creel,False
2022,13747,Tracy Walker,S,IDP,3.0,3000.0,,,,,28.0,107.1,,21,IDP3_13-24,IDP3_13-24,3,1,1,26.18,C-Town Chivalry,HammerTime 🔨 ⏰,False
2022,13832,Jason Sanders,PK,KP,2.0,2000.0,,323.0,323.0,redraft_ovr,0.0,,,,,kp,2,0,1,29.51,C-Town Chivalry,CBP,False
2022,10783,Harrison Smith,S,IDP,4.0,4000.0,,,,,139.5,28.7,,6,IDP1_1-6,IDP1_1-6,4,2,1,26.57,Pure Greatness,HammerTime 🔨 ⏰,False
2022,12779,De'Vondre Campbell,LB,IDP,4.0,4000.0,,,,,51.0,78.4,,19,IDP3_13-24,IDP3_13-24,2,1,0,24.01,Pure Greatness,Pure Greatness,True
2022,13590,Baker Mayfield,QB,SKILL,15.0,15000.0,127.0,252.0,127.0,sf_ecr,8.4,1785.7,T6_101-150,,,T6_101-150,10,4,5,29.29,Blake Bombers,C-Town Chivalry,False
2022,13737,Jessie Bates,S,IDP,2.0,2000.0,,,,,9.7,206.2,,26,IDP4_25+,IDP4_25+,2,1,0,24.09,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,14983,Tyler Bass,PK,KP,2.0,2000.0,,256.0,256.0,redraft_ovr,146.8,13.6,,,,kp,2,1,0,24.1,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,12141,Marcus Mariota,QB,SKILL,15.0,15000.0,164.6,235.0,164.6,sf_ecr,23.3,643.8,T7_150+,,,T7_150+,9,3,5,35.41,Gride,Pure Greatness,False
2022,13713,Minkah Fitzpatrick,S,IDP,4.0,4000.0,,,,,143.8,27.8,,4,IDP1_1-6,IDP1_1-6,4,2,1,47.26,Gride,L.A. Looks,False
2022,15736,"Brooks, Kennedy",RB,SKILL,3.0,3000.0,313.7,131.0,313.7,sf_ecr,,,T7_150+,,,T7_150+,3,2,0,24.01,Sex Manther,Sex Manther,True
2022,13115,Mitchell Trubisky,QB,SKILL,17.0,17000.0,165.6,258.0,165.6,sf_ecr,-13.1,,T7_150+,,,T7_150+,9,4,4,59.66,Real Deal Creel,C-Town Chivalry,False
2022,12752,Kevin Byard,S,IDP,3.0,3000.0,,,,,72.8,41.2,,17,IDP3_13-24,IDP3_13-24,3,2,0,24.08,L.A. Looks,L.A. Looks,True
2022,10266,Cameron Heyward,DT,IDP,3.0,3000.0,,,,,53.0,56.6,,18,IDP3_13-24,IDP3_13-24,3,2,0,24.1,L.A. Looks,L.A. Looks,True
2022,14141,Irv Smith,TE,SKILL,8.0,8000.0,149.0,242.0,149.0,sf_ecr,2.3,3478.3,T6_101-150,,,T6_101-150,6,4,1,45.89,The Long Haulers,Real Deal Creel,False
2022,13108,"McKissic, J.D.",RB,SKILL,4.0,4000.0,192.0,231.0,192.0,sf_ecr,0.0,,T7_150+,,,T7_150+,4,3,0,24.09,The Long Haulers,The Long Haulers,True
2022,13354,Harrison Butker,PK,KP,2.0,2000.0,,272.0,272.0,redraft_ovr,76.8,26.0,,,,kp,2,0,1,34.98,C-Town Chivalry,L.A. Looks,False
2022,15368,Evan McPherson,PK,KP,3.0,3000.0,,237.0,237.0,redraft_ovr,65.3,45.9,,,,kp,3,2,0,24.2,Pure Greatness,Pure Greatness,True
2022,15749,Isiah Pacheco,RB,SKILL,5.0,5000.0,276.0,194.0,276.0,sf_ecr,15.1,331.1,T7_150+,,,T7_150+,5,2,2,52.97,Blake Bombers,Hawks,False
2022,14059,Daniel Jones,QB,SKILL,16.0,16000.0,126.7,250.0,126.7,sf_ecr,119.4,134.0,T6_101-150,,,T6_101-150,11,10,0,24.01,Blake Bombers,Blake Bombers,True
2022,12447,Raheem Mostert,RB,SKILL,11.0,11000.0,221.4,257.0,221.4,sf_ecr,8.3,1325.3,T7_150+,,,T7_150+,9,3,5,49.99,Cleon Ca$h,HammerTime 🔨 ⏰,False
2022,12611,Jared Goff,QB,SKILL,15.0,15000.0,138.7,244.0,138.7,sf_ecr,141.0,106.4,T6_101-150,,,T6_101-150,8,5,2,36.23,Cleon Ca$h,CBP,False
2022,13680,Hayden Hurst,TE,SKILL,2.0,2000.0,243.7,267.0,243.7,sf_ecr,9.1,219.8,T7_150+,,,T7_150+,2,1,0,24.43,Gride,Gride,True
2022,15728,"Smith, Abram",RB,SKILL,4.0,4000.0,,150.0,150.0,redraft_ovr,,,T6_101-150,,,T6_101-150,4,2,1,43.5,Sex Manther,Blake Bombers,False
2022,13633,Christian Kirk,WR,SKILL,9.0,9000.0,125.3,175.0,125.3,sf_ecr,82.5,109.1,T6_101-150,,,T6_101-150,6,1,4,50.42,Sex Manther,Gride,False
2022,13192,David Njoku,TE,SKILL,3.0,3000.0,158.7,227.0,158.7,sf_ecr,21.0,142.9,T7_150+,,,T7_150+,3,2,0,24.02,CBP,CBP,True
2022,11680,Jarvis Landry,WR,SKILL,4.0,4000.0,192.4,248.0,192.4,sf_ecr,-2.8,,T7_150+,,,T7_150+,3,2,0,24.03,CBP,CBP,True
2022,14112,Parris Campbell,WR,SKILL,4.0,4000.0,236.5,315.0,236.5,sf_ecr,-16.4,,T7_150+,,,T7_150+,2,0,1,30.51,Real Deal Creel,Blake Bombers,False
2022,14113,Mecole Hardman,WR,SKILL,4.0,4000.0,213.3,232.0,213.3,sf_ecr,0.0,,T7_150+,,,T7_150+,3,2,0,24.03,Real Deal Creel,Real Deal Creel,True
2022,13696,Roquan Smith,LB,IDP,15.0,15000.0,,,,,168.5,89.0,,2,IDP1_1-6,IDP1_1-6,12,5,6,79.27,HammerTime 🔨 ⏰,Cleon Ca$h,False
2022,10276,"Ingram, Mark",RB,SKILL,4.0,4000.0,282.0,276.0,282.0,sf_ecr,0.0,,T7_150+,,,T7_150+,4,3,0,24.01,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,10768,Lavonte David,LB,IDP,2.0,2000.0,,,,,95.5,20.9,,12,IDP2_7-12,IDP2_7-12,2,1,0,24.01,Sex Manther,Sex Manther,True
2022,10697,Ryan Tannehill,QB,SKILL,16.0,16000.0,106.1,222.0,106.1,sf_ecr,33.4,479.0,T6_101-150,,,T6_101-150,9,2,6,74.37,Sex Manther,Hawks,False
2022,13782,Michael Dickson,PN,KP,3.0,3000.0,,,,,35.0,85.7,,,,kp,2,0,1,24.92,The Long Haulers,Sex Manther,False
2022,10271,Julio Jones,WR,SKILL,5.0,5000.0,228.9,243.0,228.9,sf_ecr,0.0,,T7_150+,,,T7_150+,4,1,2,24.85,The Long Haulers,CBP,False
2022,13156,JuJu Smith-Schuster,WR,SKILL,15.0,15000.0,102.9,71.0,102.9,sf_ecr,48.4,309.9,T6_101-150,,,T6_101-150,5,2,2,26.54,Hawks,Real Deal Creel,False
2022,12610,Carson Wentz,QB,SKILL,17.0,17000.0,133.5,251.0,133.5,sf_ecr,44.9,378.6,T6_101-150,,,T6_101-150,10,3,6,51.88,Hawks,Cleon Ca$h,False
2022,11678,Allen Robinson,WR,SKILL,21.0,21000.0,104.3,63.0,104.3,sf_ecr,-12.6,,T6_101-150,,,T6_101-150,12,8,3,42.84,L.A. Looks,C-Town Chivalry,False
2022,11757,"Donald, Aaron",DT,IDP,8.0,8000.0,,,,,96.0,83.3,,11,IDP2_7-12,IDP2_7-12,7,2,4,41.67,L.A. Looks,Pure Greatness,False
2022,11232,DeAndre Hopkins,WR,SKILL,32.0,32000.0,95.1,163.0,95.1,sf_ecr,77.6,412.4,T5_76-100,,,T5_76-100,12,8,3,67.32,Real Deal Creel,CBP,False
2022,12140,Jameis Winston,QB,SKILL,12.0,12000.0,108.3,217.0,108.3,sf_ecr,9.6,1250.0,T6_101-150,,,T6_101-150,5,3,1,24.24,Real Deal Creel,CBP,False
2022,13138,Kareem Hunt,RB,SKILL,22.0,22000.0,109.7,166.0,109.7,sf_ecr,-2.9,,T6_101-150,,,T6_101-150,8,3,4,42.03,Cleon Ca$h,The Long Haulers,False
2022,13632,Allen Lazard,WR,SKILL,12.0,12000.0,157.4,125.0,157.4,sf_ecr,34.0,352.9,T7_150+,,,T7_150+,7,6,0,24.0,Cleon Ca$h,Cleon Ca$h,True
2022,13129,Leonard Fournette,RB,SKILL,39.0,39000.0,77.1,25.0,77.1,sf_ecr,63.3,616.1,T5_76-100,,,T5_76-100,9,3,5,65.81,C-Town Chivalry,C-Town Chivalry,True
2022,13684,Sam Hubbard,DE,IDP,3.0,3000.0,,,,,114.5,26.2,,9,IDP2_7-12,IDP2_7-12,2,0,1,24.2,C-Town Chivalry,Blake Bombers,False
2022,11671,Mike Evans,WR,SKILL,38.0,38000.0,53.1,26.0,53.1,sf_ecr,110.8,343.0,T4_51-75,,,T4_51-75,11,5,5,91.48,Gride,Blake Bombers,False
2022,5848,Tom Brady,QB,SKILL,66.0,66000.0,89.1,109.0,89.1,sf_ecr,147.1,448.7,T5_76-100,,,T5_76-100,11,3,7,33.52,Gride,Sex Manther,False
2022,11228,Robert Woods,WR,SKILL,13.0,13000.0,156.1,189.0,156.1,sf_ecr,-12.6,,T7_150+,,,T7_150+,4,2,1,24.83,CBP,L.A. Looks,False
2022,11644,Derek Carr,QB,SKILL,38.0,38000.0,59.8,183.0,59.8,sf_ecr,67.2,565.5,T4_51-75,,,T4_51-75,9,7,1,25.17,CBP,L.A. Looks,False
2022,10700,Kirk Cousins,QB,SKILL,37.0,37000.0,73.1,192.0,73.1,sf_ecr,127.7,289.7,T4_51-75,,,T4_51-75,12,8,3,25.48,Pure Greatness,Gride,False
2022,13146,James Conner,RB,SKILL,38.0,38000.0,84.9,30.0,84.9,sf_ecr,81.9,464.0,T5_76-100,,,T5_76-100,9,8,0,24.01,Blake Bombers,Blake Bombers,True
2022,13404,Austin Ekeler,RB,SKILL,57.0,57000.0,25.2,4.0,25.2,sf_ecr,212.9,267.7,T3_26-50,,,T3_26-50,9,3,5,28.52,Pure Greatness,C-Town Chivalry,False
2022,9099,"Ryan, Matt",QB,SKILL,28.0,28000.0,119.7,215.0,119.7,sf_ecr,5.8,4827.6,T6_101-150,,,T6_101-150,10,9,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,14778,Tua Tagovailoa,QB,SKILL,29.0,29000.0,63.6,206.0,63.6,sf_ecr,137.4,211.1,T4_51-75,,,T4_51-75,8,7,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2022,12176,"Parker, DeVante",WR,SKILL,5.0,5000.0,205.2,199.0,205.2,sf_ecr,-18.7,,T7_150+,,,T7_150+,4,0,3,37.56,Blake Bombers,Hawks,False
2023,12630,"Drake, Kenyan",RB,SKILL,4.0,4000.0,,,,,0.0,,unranked,,,unranked,4,1,2,47.44,Real Deal Creel,CBP,False
2023,13598,Mike White,QB,SKILL,2.0,2000.0,263.4,376.0,263.4,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,25.99,Sex Manther,Real Deal Creel,False
2023,16380,Deneric Prince,RB,SKILL,5.0,5000.0,,176.0,176.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,1,1,39.33,Real Deal Creel,CBP,False
2023,16195,Dontayvion Wicks,WR,SKILL,2.0,2000.0,,189.0,189.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,0,1,40.86,Pure Greatness,C-Town Chivalry,False
2023,13724,"James, Richie",WR,SKILL,4.0,4000.0,309.7,363.0,309.7,sf_ecr,0.0,,T7_150+,,,T7_150+,4,3,0,24.27,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2023,13850,Gus Edwards,RB,SKILL,4.0,4000.0,244.5,326.0,244.5,sf_ecr,0.0,,T7_150+,,,T7_150+,4,1,2,30.93,Real Deal Creel,HammerTime 🔨 ⏰,False
2023,14977,K.J. Osborn,WR,SKILL,2.0,2000.0,206.6,291.0,206.6,sf_ecr,-12.8,,T7_150+,,,T7_150+,2,0,1,36.56,Hawks,C-Town Chivalry,False
2023,15763,Justyn Ross,WR,SKILL,15.0,15000.0,276.7,317.0,276.7,sf_ecr,0.0,,T7_150+,,,T7_150+,9,4,4,52.41,Cleon Ca$h,Cleon Ca$h,True
2023,12616,Jacoby Brissett,QB,SKILL,5.0,5000.0,,387.0,387.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,4,0,3,41.96,Blake Bombers,C-Town Chivalry,False
2023,14122,Darius Slayton,WR,SKILL,2.0,2000.0,237.3,342.0,237.3,sf_ecr,10.9,183.5,T7_150+,,,T7_150+,2,0,1,31.84,Gride,Hawks,False
2023,12741,Chris Jones,DT,IDP,2.0,2000.0,,,,,51.5,38.8,,17,IDP3_13-24,IDP3_13-24,2,0,1,41.02,Pure Greatness,Blake Bombers,False
2023,13793,Marquez Valdes-Scantling,WR,SKILL,3.0,3000.0,244.8,256.0,244.8,sf_ecr,-10.9,,T7_150+,,,T7_150+,3,0,2,33.8,Hawks,Hawks,True
2023,14168,Devin White,LB,IDP,2.0,2000.0,,,,,74.5,26.8,,13,IDP3_13-24,IDP3_13-24,2,1,0,24.79,Cleon Ca$h,Cleon Ca$h,True
2023,14067,Gardner Minshew,QB,SKILL,2.0,2000.0,,373.0,373.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,0,1,24.32,The Long Haulers,HammerTime 🔨 ⏰,False
2023,15308,Terrace Marshall,WR,SKILL,4.0,4000.0,197.8,374.0,197.8,sf_ecr,0.0,,T7_150+,,,T7_150+,3,2,0,24.08,Sex Manther,Sex Manther,True
2023,16170,Kenny McIntosh,RB,SKILL,4.0,4000.0,,186.0,186.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,4,3,0,24.11,Sex Manther,Sex Manther,True
